User,Type,Total Amount,Number of Transactions
User 1619,DEBIT,167303,37
User 1620,CREDIT,221231,43
User 1620,DEBIT,259563,49
User 1621,CREDIT,306519,58
User 1621,DEBIT,193809,39
User 1622,CREDIT,168829,31
User 1622,DEBIT,170562,28
User 1623,CREDIT,166919,37
User 1623,DEBIT,218236,38
User 1624,CREDIT,206078,39
User 1624,DEBIT,143736,36
User 1625,CREDIT,205374,40
User 1625,DEBIT,232996,47
User 1626,CREDIT,179613,37
User 1626,DEBIT,213543,42
User 1627,CREDIT,201829,42
User 1627,DEBIT,303882,54
User 1628,CREDIT,109973,21
User 1628,DEBIT,196101,40
User 1629,CREDIT,152271,29
User 1629,DEBIT,144153,36
User 1630,CREDIT,135498,28
User 1630,DEBIT,160942,27
User 1631,CREDIT,166638,31
User 1631,DEBIT,158694,29
User 1632,CREDIT,178475,34
User 1632,DEBIT,206874,39
User 1633,CREDIT,216805,49
User 1633,DEBIT,195264,40
User 1634,CREDIT,171054,32
User 1634,DEBIT,140701,29
User 1635,CREDIT,162797,32
User 1635,DEBIT,208975,35
User 1636,CREDIT,193415,38
User 1636,DEBIT,189045,36
User 1637,CREDIT,179468,32
User 1637,DEBIT,204245,40
User 1638,CREDIT,218297,43
User 1638,DEBIT,167609,35
User 1639,CREDIT,145006,32
User 1639,DEBIT,110941,24
User 1640,CREDIT,272218,47
User 1640,DEBIT,248949,53
User 1641,CREDIT,138576,26
User 1641,DEBIT,164602,31
User 1642,CREDIT,169943,36
User 1642,DEBIT,228299,40
User 1643,CREDIT,212718,43
User 1643,DEBIT,274505,52
User 1644,CREDIT,199474,37
User 1644,DEBIT,141823,32
User 1645,CREDIT,223318,43
User 1645,DEBIT,180181,34
User 1646,CREDIT,163817,35
User 1646,DEBIT,192670,36
User 1647,CREDIT,265955,50
User 1647,DEBIT,241850,46
User 1648,CREDIT,212324,43
User 1648,DEBIT,245224,42
User 1649,CREDIT,268624,54
User 1649,DEBIT,170891,36
User 1650,CREDIT,162801,34
User 1650,DEBIT,208547,41
User 1651,CREDIT,257553,50
User 1651,DEBIT,162925,36
User 1652,CREDIT,149915,34
User 1652,DEBIT,208916,44
User 1653,CREDIT,233818,44
User 1653,DEBIT,240117,47
User 1654,CREDIT,179353,36
User 1654,DEBIT,259979,45
User 1655,CREDIT,163497,31
User 1655,DEBIT,170069,30
User 1656,CREDIT,172478,38
User 1656,DEBIT,193396,35
User 1657,CREDIT,210772,39
User 1657,DEBIT,193424,35
User 1658,CREDIT,299554,55
User 1658,DEBIT,240792,43
User 1659,CREDIT,114535,27
User 1659,DEBIT,133119,24
User 1660,CREDIT,158560,32
User 1660,DEBIT,204555,41
User 1661,CREDIT,167383,39
User 1661,DEBIT,207214,46
User 1662,CREDIT,231075,43
User 1662,DEBIT,188651,41
User 1663,CREDIT,259335,49
User 1663,DEBIT,219112,39
User 1664,CREDIT,238659,46
User 1664,DEBIT,205494,41
User 1665,CREDIT,231200,39
User 1665,DEBIT,180015,40
User 1666,CREDIT,171944,34
User 1666,DEBIT,146139,34
User 1667,CREDIT,101510,33
User 1667,DEBIT,144484,30
User 1668,CREDIT,179451,35
User 1668,DEBIT,178059,39
User 1669,CREDIT,225678,50
User 1669,DEBIT,168753,38
User 1670,CREDIT,224400,36
User 1670,DEBIT,210747,43
User 1671,CREDIT,245850,43
User 1671,DEBIT,225345,40
User 1672,CREDIT,213468,41
User 1672,DEBIT,114571,26
User 1673,CREDIT,190733,39
User 1673,DEBIT,198871,43
User 1674,CREDIT,253336,45
User 1674,DEBIT,192482,41
User 1675,CREDIT,133402,28
User 1675,DEBIT,237911,42
User 1676,CREDIT,171394,28
User 1676,DEBIT,163445,36
User 1677,CREDIT,148345,28
User 1677,DEBIT,141937,24
User 1678,CREDIT,105314,28
User 1678,DEBIT,104054,22
User 1679,CREDIT,245115,50
User 1679,DEBIT,205175,39
User 1680,CREDIT,159367,41
User 1680,DEBIT,301227,58
User 1681,CREDIT,202754,45
User 1681,DEBIT,246849,49
User 1682,CREDIT,216247,44
User 1682,DEBIT,177137,36
User 1683,CREDIT,173816,34
User 1683,DEBIT,261766,49
User 1684,CREDIT,206081,35
User 1684,DEBIT,163345,29
User 1685,CREDIT,136162,29
User 1685,DEBIT,123127,25
User 1686,CREDIT,200443,45
User 1686,DEBIT,196717,42
User 1687,CREDIT,144795,32
User 1687,DEBIT,232753,43
User 1688,CREDIT,214194,41
User 1688,DEBIT,212373,43
User 1689,CREDIT,178073,34
User 1689,DEBIT,253206,47
User 1690,CREDIT,139177,28
User 1690,DEBIT,125356,26
User 1691,CREDIT,176168,36
User 1691,DEBIT,184548,35
User 1692,CREDIT,169320,38
User 1692,DEBIT,159382,31
User 1693,CREDIT,232835,45
User 1693,DEBIT,175611,35
User 1694,CREDIT,159148,33
User 1694,DEBIT,227523,42
User 1695,CREDIT,145117,32
User 1695,DEBIT,183642,34
User 1696,CREDIT,145059,28
User 1696,DEBIT,123348,26
User 1697,CREDIT,149894,33
User 1697,DEBIT,189068,32
User 1698,CREDIT,202207,39
User 1698,DEBIT,158040,34
User 1699,CREDIT,170743,40
User 1699,DEBIT,193520,38
User 1700,CREDIT,175479,45
User 1700,DEBIT,227054,42
User 1701,CREDIT,268822,50
User 1701,DEBIT,223614,47
User 1702,CREDIT,187466,37
User 1702,DEBIT,268564,49
User 1703,CREDIT,149440,37
User 1703,DEBIT,206467,39
User 1704,CREDIT,142825,29
User 1704,DEBIT,105730,22
User 1705,CREDIT,149624,26
User 1705,DEBIT,123041,24
User 1706,CREDIT,267875,45
User 1706,DEBIT,186630,41
User 1707,CREDIT,111094,22
User 1707,DEBIT,142310,35
User 1708,CREDIT,185686,37
User 1708,DEBIT,258302,49
User 1709,CREDIT,197170,34
User 1709,DEBIT,192086,32
User 1710,CREDIT,153224,27
User 1710,DEBIT,85971,24
User 1711,CREDIT,213828,40
User 1711,DEBIT,214734,35
User 1712,CREDIT,177488,39
User 1712,DEBIT,142048,28
User 1713,CREDIT,113627,26
User 1713,DEBIT,174427,28
User 1714,CREDIT,138959,28
User 1714,DEBIT,113823,25
User 1715,CREDIT,196769,40
User 1715,DEBIT,223632,50
User 1716,CREDIT,227919,44
User 1716,DEBIT,219754,46
User 1717,CREDIT,107269,30
User 1717,DEBIT,138394,22
User 1718,CREDIT,206011,47
User 1718,DEBIT,290910,53
User 1719,CREDIT,228707,48
User 1719,DEBIT,219553,46
User 1720,CREDIT,185769,41
User 1720,DEBIT,266621,53
User 1721,CREDIT,178439,36
User 1721,DEBIT,178367,35
User 1722,CREDIT,147663,34
User 1722,DEBIT,124903,27
User 1723,CREDIT,232153,46
User 1723,DEBIT,225574,40
User 1724,CREDIT,172815,32
User 1724,DEBIT,106558,26
User 1725,CREDIT,269652,54
User 1725,DEBIT,148079,28
User 1726,CREDIT,180825,34
User 1726,DEBIT,160915,33
User 1727,CREDIT,145869,27
User 1727,DEBIT,184554,38
User 1728,CREDIT,218000,44
User 1728,DEBIT,215653,46
User 1729,CREDIT,273153,52
User 1729,DEBIT,144239,36
User 1730,CREDIT,156362,29
User 1730,DEBIT,132438,28
User 1731,CREDIT,186423,30
User 1731,DEBIT,128691,24
User 1732,CREDIT,270782,49
User 1732,DEBIT,244493,49
User 1733,CREDIT,172214,32
User 1733,DEBIT,164117,33
User 1734,CREDIT,220958,42
User 1734,DEBIT,239487,47
User 1735,CREDIT,189788,41
User 1735,DEBIT,134170,32
User 1736,CREDIT,122326,23
User 1736,DEBIT,169972,30
User 1737,CREDIT,194403,36
User 1737,DEBIT,164533,35
User 1738,CREDIT,172922,42
User 1738,DEBIT,259029,56
User 1739,CREDIT,284429,54
User 1739,DEBIT,190211,42
User 1740,CREDIT,102842,16
User 1740,DEBIT,200362,35
User 1741,CREDIT,115507,29
User 1741,DEBIT,137092,25
User 1742,CREDIT,78227,19
User 1742,DEBIT,210121,37
User 1743,CREDIT,241180,52
User 1743,DEBIT,179050,34
User 1744,CREDIT,132992,28
User 1744,DEBIT,103940,22
User 1745,CREDIT,118506,26
User 1745,DEBIT,123871,26
User 1746,CREDIT,215517,40
User 1746,DEBIT,147517,35
User 1747,CREDIT,161407,32
User 1747,DEBIT,200617,42
User 1748,CREDIT,149163,39
User 1748,DEBIT,200050,42
User 1749,CREDIT,263251,51
User 1749,DEBIT,188654,41
User 1750,CREDIT,140522,33
User 1750,DEBIT,201472,35
User 1751,CREDIT,229367,43
User 1751,DEBIT,196730,40
User 1752,CREDIT,274697,56
User 1752,DEBIT,206766,40
User 1753,CREDIT,134940,31
User 1753,DEBIT,163560,36
User 1754,CREDIT,171909,38
User 1754,DEBIT,257045,46
User 1755,CREDIT,150151,31
User 1755,DEBIT,215982,42
User 1756,CREDIT,165138,38
User 1756,DEBIT,167632,36
User 1757,CREDIT,235967,42
User 1757,DEBIT,200296,42
User 1758,CREDIT,175347,41
User 1758,DEBIT,239394,48
User 1759,CREDIT,251039,45
User 1759,DEBIT,193411,41
User 1760,CREDIT,204514,36
User 1760,DEBIT,264391,45
User 1761,CREDIT,271590,56
User 1761,DEBIT,210548,44
User 1762,CREDIT,248789,51
User 1762,DEBIT,182654,40
User 1763,CREDIT,149779,27
User 1763,DEBIT,154886,29
User 1764,CREDIT,165216,34
User 1764,DEBIT,247190,47
User 1765,CREDIT,220754,54
User 1765,DEBIT,182679,41
User 1766,CREDIT,275990,57
User 1766,DEBIT,204107,42
User 1767,CREDIT,191508,44
User 1767,DEBIT,214626,46
User 1768,CREDIT,140829,28
User 1768,DEBIT,213525,38
User 1769,CREDIT,215403,45
User 1769,DEBIT,263740,45
User 1770,CREDIT,270093,46
User 1770,DEBIT,211294,44
User 1771,CREDIT,204190,48
User 1771,DEBIT,174229,43
User 1772,CREDIT,245410,51
User 1772,DEBIT,196369,38
User 1773,CREDIT,197371,35
User 1773,DEBIT,167786,35
User 1774,CREDIT,199632,36
User 1774,DEBIT,187147,35
User 1775,CREDIT,211477,40
User 1775,DEBIT,178484,36
User 1776,CREDIT,188368,35
User 1776,DEBIT,139653,31
User 1777,CREDIT,171492,40
User 1777,DEBIT,210800,43
User 1778,CREDIT,210215,42
User 1778,DEBIT,179288,39
User 1779,CREDIT,124486,27
User 1779,DEBIT,186656,32
User 1780,CREDIT,241544,51
User 1780,DEBIT,197867,42
User 1781,CREDIT,207444,44
User 1781,DEBIT,257751,45
User 1782,CREDIT,232277,45
User 1782,DEBIT,206632,49
User 1783,CREDIT,180891,39
User 1783,DEBIT,179937,34
User 1784,CREDIT,180818,29
User 1784,DEBIT,131303,25
User 1785,CREDIT,226154,42
User 1785,DEBIT,319470,58
User 1786,CREDIT,137310,26
User 1786,DEBIT,148805,27
User 1787,CREDIT,248752,49
User 1787,DEBIT,245363,50
User 1788,CREDIT,186094,39
User 1788,DEBIT,135319,26
User 1789,CREDIT,126789,30
User 1789,DEBIT,204184,41
User 1790,CREDIT,248114,44
User 1790,DEBIT,284544,54
User 1791,CREDIT,242615,49
User 1791,DEBIT,257786,43
User 1792,CREDIT,246162,47
User 1792,DEBIT,212794,47
User 1793,CREDIT,130677,26
User 1793,DEBIT,141894,30
User 1794,CREDIT,231638,47
User 1794,DEBIT,169429,38
User 1795,CREDIT,111410,25
User 1795,DEBIT,161861,29
User 1796,CREDIT,187990,30
User 1796,DEBIT,119320,26
User 1797,CREDIT,283605,52
User 1797,DEBIT,179192,41
User 1798,CREDIT,83463,20
User 1798,DEBIT,149170,30
User 1799,CREDIT,150936,29
User 1799,DEBIT,160043,30
User 1800,CREDIT,203547,45
User 1800,DEBIT,156378,29
User 1801,CREDIT,216581,42
User 1801,DEBIT,190754,38
User 1802,CREDIT,126158,25
User 1802,DEBIT,146935,29
User 1803,CREDIT,150831,28
User 1803,DEBIT,133090,27
User 1804,CREDIT,226791,40
User 1804,DEBIT,249870,51
User 1805,CREDIT,238479,48
User 1805,DEBIT,170536,32
User 1806,CREDIT,131839,31
User 1806,DEBIT,134962,30
User 1807,CREDIT,111572,25
User 1807,DEBIT,178326,36
User 1808,CREDIT,157776,28
User 1808,DEBIT,114254,25
User 1809,CREDIT,166134,39
User 1809,DEBIT,227743,46
User 1810,CREDIT,167350,32
User 1810,DEBIT,151050,32
User 1811,CREDIT,172016,27
User 1811,DEBIT,182599,32
User 1812,CREDIT,130182,30
User 1812,DEBIT,124462,28
User 1813,CREDIT,101480,23
User 1813,DEBIT,161944,28
User 1814,CREDIT,190614,37
User 1814,DEBIT,185673,42
User 1815,CREDIT,182305,38
User 1815,DEBIT,265233,52
User 1816,CREDIT,242666,51
User 1816,DEBIT,222234,46
User 1817,CREDIT,192856,39
User 1817,DEBIT,233516,50
User 1818,CREDIT,94250,20
User 1818,DEBIT,125614,33
User 1819,CREDIT,147197,31
User 1819,DEBIT,146568,35
User 1820,CREDIT,175785,37
User 1820,DEBIT,145338,32
User 1821,CREDIT,249561,52
User 1821,DEBIT,214580,41
User 1822,CREDIT,137687,22
User 1822,DEBIT,174465,34
User 1823,CREDIT,135972,24
User 1823,DEBIT,131992,28
User 1824,CREDIT,191052,36
User 1824,DEBIT,215267,41
User 1825,CREDIT,129698,31
User 1825,DEBIT,218176,42
User 1826,CREDIT,191414,43
User 1826,DEBIT,204809,44
User 1827,CREDIT,169203,32
User 1827,DEBIT,126001,26
User 1828,CREDIT,217812,40
User 1828,DEBIT,100826,25
User 1829,CREDIT,209282,47
User 1829,DEBIT,234232,52
User 1830,CREDIT,227060,42
User 1830,DEBIT,169832,34
User 1831,CREDIT,230655,43
User 1831,DEBIT,198608,43
User 1832,CREDIT,261549,58
User 1832,DEBIT,172519,36
User 1833,CREDIT,220013,39
User 1833,DEBIT,234475,39
User 1834,CREDIT,169639,39
User 1834,DEBIT,149048,34
User 1835,CREDIT,210014,47
User 1835,DEBIT,209213,44
User 1836,CREDIT,125071,31
User 1836,DEBIT,121918,26
User 1837,CREDIT,193686,39
User 1837,DEBIT,131778,30
User 1838,CREDIT,149801,28
User 1838,DEBIT,121268,27
User 1839,CREDIT,152050,32
User 1839,DEBIT,177571,38
User 1840,CREDIT,147623,28
User 1840,DEBIT,152006,30
User 1841,CREDIT,224714,48
User 1841,DEBIT,143192,28
User 1842,CREDIT,170875,38
User 1842,DEBIT,128392,26
User 1843,CREDIT,135492,33
User 1843,DEBIT,191829,43
User 1844,CREDIT,189089,36
User 1844,DEBIT,143001,42
User 1845,CREDIT,253064,46
User 1845,DEBIT,263239,49
User 1846,CREDIT,194892,33
User 1846,DEBIT,169437,33
User 1847,CREDIT,157097,28
User 1847,DEBIT,102459,25
User 1848,CREDIT,193351,39
User 1848,DEBIT,153441,33
User 1849,CREDIT,193311,36
User 1849,DEBIT,138571,25
User 1850,CREDIT,206136,41
User 1850,DEBIT,216299,43
User 1851,CREDIT,165824,30
User 1851,DEBIT,192119,36
User 1852,CREDIT,146060,30
User 1852,DEBIT,205805,36
User 1853,CREDIT,110261,20
User 1853,DEBIT,148660,30
User 1854,CREDIT,168871,34
User 1854,DEBIT,175315,37
User 1855,CREDIT,178921,33
User 1855,DEBIT,156615,33
User 1856,CREDIT,186784,42
User 1856,DEBIT,204781,44
User 1857,CREDIT,151791,29
User 1857,DEBIT,188901,35
User 1858,CREDIT,154763,35
User 1858,DEBIT,199499,36
User 1859,CREDIT,190713,34
User 1859,DEBIT,98851,30
User 1860,CREDIT,127181,26
User 1860,DEBIT,177870,37
User 1861,CREDIT,177631,34
User 1861,DEBIT,155183,28
User 1862,CREDIT,247471,45
User 1862,DEBIT,146336,31
User 1863,CREDIT,147924,28
User 1863,DEBIT,178118,36
User 1864,CREDIT,229872,49
User 1864,DEBIT,223448,45
User 1865,CREDIT,111706,26
User 1865,DEBIT,176896,30
User 1866,CREDIT,241764,49
User 1866,DEBIT,191383,44
User 1867,CREDIT,117705,26
User 1867,DEBIT,167729,34
User 1868,CREDIT,195545,39
User 1868,DEBIT,208385,42
User 1869,CREDIT,281878,50
User 1869,DEBIT,220683,48
User 1870,CREDIT,158719,31
User 1870,DEBIT,165647,34
User 1871,CREDIT,148055,35
User 1871,DEBIT,191068,41
User 1872,CREDIT,152678,34
User 1872,DEBIT,189293,39
User 1873,CREDIT,135678,24
User 1873,DEBIT,152057,30
User 1874,CREDIT,167906,28
User 1874,DEBIT,118693,25
User 1875,CREDIT,200516,36
User 1875,DEBIT,132960,28
User 1876,CREDIT,162042,32
User 1876,DEBIT,87415,18
User 1877,CREDIT,215699,39
User 1877,DEBIT,148643,35
User 1878,CREDIT,163814,34
User 1878,DEBIT,129810,29
User 1879,CREDIT,225025,41
User 1879,DEBIT,302296,55
User 1880,CREDIT,109887,23
User 1880,DEBIT,120970,30
User 1881,CREDIT,149563,29
User 1881,DEBIT,134358,23
User 1882,CREDIT,192488,42
User 1882,DEBIT,115082,20
User 1883,CREDIT,185996,40
User 1883,DEBIT,163910,39
User 1884,CREDIT,257882,55
User 1884,DEBIT,177609,37
User 1885,CREDIT,148855,33
User 1885,DEBIT,103141,21
User 1886,CREDIT,202956,43
User 1886,DEBIT,234807,45
User 1887,CREDIT,143830,29
User 1887,DEBIT,148224,36
User 1888,CREDIT,150897,29
User 1888,DEBIT,117476,23
User 1889,CREDIT,262629,49
User 1889,DEBIT,195360,41
User 1890,CREDIT,260995,52
User 1890,DEBIT,219261,45
User 1891,CREDIT,188919,35
User 1891,DEBIT,159243,28
User 1892,CREDIT,210520,46
User 1892,DEBIT,244430,43
User 1893,CREDIT,193741,45
User 1893,DEBIT,198509,42
User 1894,CREDIT,91327,23
User 1894,DEBIT,164832,38
User 1895,CREDIT,235096,43
User 1895,DEBIT,179093,37
User 1896,CREDIT,179634,32
User 1896,DEBIT,163945,31
User 1897,CREDIT,103594,24
User 1897,DEBIT,140118,28
User 1898,CREDIT,256591,55
User 1898,DEBIT,182756,37
User 1899,CREDIT,207589,44
User 1899,DEBIT,198507,35
User 1900,CREDIT,181477,35
User 1900,DEBIT,194464,38
User 1901,CREDIT,158056,38
User 1901,DEBIT,195951,40
User 1902,CREDIT,181699,29
User 1902,DEBIT,129264,23
User 1903,CREDIT,256217,48
User 1903,DEBIT,225352,46
User 1904,CREDIT,235247,44
User 1904,DEBIT,231083,46
User 1905,CREDIT,182274,39
User 1905,DEBIT,292107,54
User 1906,CREDIT,159771,32
User 1906,DEBIT,206847,42
User 1907,CREDIT,270074,52
User 1907,DEBIT,232854,43
User 1908,CREDIT,160430,30
User 1908,DEBIT,134090,27
User 1909,CREDIT,124104,23
User 1909,DEBIT,135814,27
User 1910,CREDIT,189534,39
User 1910,DEBIT,217555,44
User 1911,CREDIT,121027,32
User 1911,DEBIT,168335,35
User 1912,CREDIT,187123,39
User 1912,DEBIT,252977,49
User 1913,CREDIT,201201,40
User 1913,DEBIT,179363,35
User 1914,CREDIT,196740,40
User 1914,DEBIT,222976,46
User 1915,CREDIT,109744,21
User 1915,DEBIT,133330,29
User 1916,CREDIT,179347,36
User 1916,DEBIT,151443,30
User 1917,CREDIT,217378,41
User 1917,DEBIT,222080,46
User 1918,CREDIT,173858,33
User 1918,DEBIT,151626,33
User 1919,CREDIT,160032,30
User 1919,DEBIT,122870,22
User 1920,CREDIT,247567,46
User 1920,DEBIT,147646,36
User 1921,CREDIT,104669,26
User 1921,DEBIT,123372,26
User 1922,CREDIT,151327,29
User 1922,DEBIT,169058,30
User 1923,CREDIT,213823,41
User 1923,DEBIT,209688,38
User 1924,CREDIT,211576,41
User 1924,DEBIT,164990,35
User 1925,CREDIT,309128,54
User 1925,DEBIT,176279,40
User 1926,CREDIT,124949,22
User 1926,DEBIT,138171,30
User 1927,CREDIT,223704,50
User 1927,DEBIT,193827,42
User 1928,CREDIT,267469,50
User 1928,DEBIT,240701,42
User 1929,CREDIT,247435,50
User 1929,DEBIT,174957,33
User 1930,CREDIT,177761,38
User 1930,DEBIT,195777,42
User 1931,CREDIT,183445,30
User 1931,DEBIT,164135,35
User 1932,CREDIT,160029,38
User 1932,DEBIT,190594,34
User 1933,CREDIT,177349,32
User 1933,DEBIT,102157,22
User 1934,CREDIT,254587,49
User 1934,DEBIT,246007,44
User 1935,CREDIT,193441,41
User 1935,DEBIT,236406,41
User 1936,CREDIT,197938,39
User 1936,DEBIT,188444,46
User 1937,CREDIT,164509,38
User 1937,DEBIT,244405,48
User 1938,CREDIT,218079,48
User 1938,DEBIT,160989,42
User 1939,CREDIT,186803,40
User 1939,DEBIT,147946,34
User 1940,CREDIT,177508,31
User 1940,DEBIT,236966,43
User 1941,CREDIT,141588,31
User 1941,DEBIT,162670,35
User 1942,CREDIT,190175,34
User 1942,DEBIT,196803,36
User 1943,CREDIT,203306,38
User 1943,DEBIT,169569,29
User 1944,CREDIT,183478,37
User 1944,DEBIT,206382,36
User 1945,CREDIT,160997,29
User 1945,DEBIT,106770,23
User 1946,CREDIT,104957,25
User 1946,DEBIT,136089,29
User 1947,CREDIT,162166,38
User 1947,DEBIT,144048,29
User 1948,CREDIT,123832,29
User 1948,DEBIT,130908,24
User 1949,CREDIT,207648,48
User 1949,DEBIT,163285,38
User 1950,CREDIT,120127,26
User 1950,DEBIT,147620,27
User 1951,CREDIT,91302,20
User 1951,DEBIT,181007,31
User 1952,CREDIT,139970,25
User 1952,DEBIT,193207,37
User 1953,CREDIT,237458,40
User 1953,DEBIT,116497,25
User 1954,CREDIT,152148,34
User 1954,DEBIT,186095,44
User 1955,CREDIT,178482,31
User 1955,DEBIT,173498,38
User 1956,CREDIT,150272,33
User 1956,DEBIT,207694,42
User 1957,CREDIT,169834,36
User 1957,DEBIT,126715,25
User 1958,CREDIT,176764,29
User 1958,DEBIT,283834,52
User 1959,CREDIT,247967,44
User 1959,DEBIT,255508,46
User 1960,CREDIT,135477,27
User 1960,DEBIT,119629,27
User 1961,CREDIT,224952,51
User 1961,DEBIT,210584,43
User 1962,CREDIT,191445,42
User 1962,DEBIT,231655,50
User 1963,CREDIT,135652,26
User 1963,DEBIT,166683,38
User 1964,CREDIT,120889,27
User 1964,DEBIT,102284,24
User 1965,CREDIT,180185,34
User 1965,DEBIT,162731,35
User 1966,CREDIT,259731,49
User 1966,DEBIT,231204,46
User 1967,CREDIT,207405,44
User 1967,DEBIT,214880,44
User 1968,CREDIT,195841,34
User 1968,DEBIT,152199,28
User 1969,CREDIT,177863,35
User 1969,DEBIT,163634,31
User 1970,CREDIT,131615,24
User 1970,DEBIT,144448,26
User 1971,CREDIT,184543,34
User 1971,DEBIT,145778,31
User 1972,CREDIT,200258,43
User 1972,DEBIT,159790,32
User 1973,CREDIT,133966,29
User 1973,DEBIT,136989,27
User 1974,CREDIT,246385,46
User 1974,DEBIT,249423,45
User 1975,CREDIT,130008,27
User 1975,DEBIT,138227,27
User 1976,CREDIT,215614,49
User 1976,DEBIT,256034,47
User 1977,CREDIT,180973,37
User 1977,DEBIT,123020,25
User 1978,CREDIT,159386,37
User 1978,DEBIT,127277,29
User 1979,CREDIT,158862,33
User 1979,DEBIT,161639,32
User 1980,CREDIT,173825,35
User 1980,DEBIT,189054,34
User 1981,CREDIT,118951,27
User 1981,DEBIT,179671,33
User 1982,CREDIT,232538,44
User 1982,DEBIT,215144,42
User 1983,CREDIT,187260,37
User 1983,DEBIT,232836,49
User 1984,CREDIT,184635,39
User 1984,DEBIT,224570,48
User 1985,CREDIT,206862,39
User 1985,DEBIT,184591,36
User 1986,CREDIT,184992,37
User 1986,DEBIT,271240,44
User 1987,CREDIT,151317,32
User 1987,DEBIT,202466,41
User 1988,CREDIT,164252,39
User 1988,DEBIT,220841,44
User 1989,CREDIT,122996,27
User 1989,DEBIT,191093,38
User 1990,CREDIT,153216,32
User 1990,DEBIT,189142,34
User 1991,CREDIT,129211,29
User 1991,DEBIT,80529,24
User 1992,CREDIT,135009,28
User 1992,DEBIT,169239,30
User 1993,CREDIT,205004,44
User 1993,DEBIT,156294,37
User 1994,CREDIT,129132,28
User 1994,DEBIT,182221,34
User 1995,CREDIT,148428,28
User 1995,DEBIT,180521,36
User 1996,CREDIT,240371,54
User 1996,DEBIT,187132,37
User 1997,CREDIT,143239,31
User 1997,DEBIT,159426,31
User 1998,CREDIT,157525,26
User 1998,DEBIT,122699,28
User 1999,CREDIT,197601,39
User 1999,DEBIT,221107,43
User 2000,CREDIT,216398,41
User 2000,DEBIT,218886,43
User 2001,CREDIT,236603,54
User 2001,DEBIT,206056,41
User 2002,CREDIT,187368,37
User 2002,DEBIT,163794,30
User 2003,CREDIT,254292,43
User 2003,DEBIT,233972,48
User 2004,CREDIT,201187,39
User 2004,DEBIT,157520,28
User 2005,CREDIT,242509,51
User 2005,DEBIT,248384,48
User 2006,CREDIT,194789,39
User 2006,DEBIT,224678,43
User 2007,CREDIT,200772,38
User 2007,DEBIT,123657,23
User 2008,CREDIT,113463,28
User 2008,DEBIT,127535,26
User 2009,CREDIT,235764,48
User 2009,DEBIT,242058,48
User 2010,CREDIT,234110,45
User 2010,DEBIT,110710,24
User 2011,CREDIT,237539,51
User 2011,DEBIT,169798,34
User 2012,CREDIT,247658,45
User 2012,DEBIT,280731,52
User 2013,CREDIT,142678,31
User 2013,DEBIT,154950,26
User 2014,CREDIT,105248,22
User 2014,DEBIT,190663,36
User 2015,CREDIT,229060,48
User 2015,DEBIT,253091,45
User 2016,CREDIT,262055,50
User 2016,DEBIT,163876,36
User 2017,CREDIT,240068,45
User 2017,DEBIT,179177,36
User 2018,CREDIT,148223,30
User 2018,DEBIT,183470,37
User 2019,CREDIT,138387,27
User 2019,DEBIT,160292,29
User 2020,CREDIT,261247,51
User 2020,DEBIT,258384,43
User 2021,CREDIT,157020,34
User 2021,DEBIT,119064,29
User 2022,CREDIT,202638,34
User 2022,DEBIT,169085,26
User 2023,CREDIT,302921,54
User 2023,DEBIT,222427,39
User 2024,CREDIT,217631,42
User 2024,DEBIT,192175,40
User 2025,CREDIT,210364,42
User 2025,DEBIT,199944,44
User 2026,CREDIT,233253,48
User 2026,DEBIT,245395,44
User 2027,CREDIT,114069,23
User 2027,DEBIT,158512,31
User 2028,CREDIT,124443,27
User 2028,DEBIT,184703,36
User 2029,CREDIT,161250,29
User 2029,DEBIT,185815,35
User 2030,CREDIT,136754,29
User 2030,DEBIT,102185,23
User 2031,CREDIT,218671,45
User 2031,DEBIT,227821,41
User 2032,CREDIT,217024,45
